,cv,"Яковлев Ю. Интерпретация некоторых особенностей религиозно–мистической стихии в творчестве М.Юмана/ Ю.Яковлев // Чувашская литература: Вопросы истории и теории.– Чебоксары, 1992.– С. 52–67."
,tt,"Сулать — Русия территориясеннән ага торган елга. Тверь өлкәсе, Мәскәү өлкәсе, Ярославль өлкәсе, Владимир өлкәсе биләмәләрендә ага. Елга Дубна елгасына кушылып, аның кушылдыгы булып тора. Елга озынлыгы 23 км."
,ms,"Masjid Raja Fahd (Bahasa Bosnia: Džamija kralja Fahda) juga dikenali sebagai Masjid Raja Fahd Bin Abdul Aziz Alsaud adalah sebuah masjid yang terletak di Alipašino polje, Sarajevo, Bosnia dan Herzegovina."
,kv,"2010: Vene mõju eesti keeles. Keele rajad. Pühendusteos professor Helle Metslangi 60. sünnipäevaks, hrsg. von Ilona Tragel. Tartu. 35–54 (Ӧтлаын Петер Кехаёвкӧд)"
,it,"(DE) Klaus Kausch: Politisch heimatlos in Osteuropa. Zum Gedenken an Johann von Mikulicz-Radecki. Deutsches Ärzteblatt 77 (1980), S. 2001–2007"
,kv,"Корея кыв (Войвыв Кореяын 조선말 «чосонмаль», Лунвыв Кореяын 한국말 «хангукмаль», 한국어 «хангуго», кыкнан муын 국어«куго» — «каналан кыв», 우리말 «урималь» — «миян кыв») — тайӧ КВДРлӧн да Лунвыв Кореялӧн каналан кыв. Анбур — слога анбур хангыль, важӧн — ханчча (китайса иероглифъяс)."
,tt,"Николаевка (Варна районы) Екатеринбург вакыты (Yekaterinʙurg Time Zone, YEKT) сәгать поясында урнашкан. UTC белән аермасы +5:00 сәгать тәшкил итә. Мәскәү вакыты белән аермасы +2 сәгатьне тәшкил итә һәм Россиядә MSK+2 итеп күрсәтелә."
,jv,"Dalam surat At Tahrim diterangkan bahwa Allah mengetahui segala rahasia, sedang pada surat Al Mulk ditegaskan lagi bahwa Allah mengetahui segala rahasia karena Allah menguasai seluruh alam."
,kv,"A a, B b, Ɓ ɓ, NB nb, D d, Ɗ ɗ, E e, F f, G g, Ɠ ɠ, NG ng, H h, I i, J j, NJ nj, K k, L l, M m, N n, Ɲ ɲ, Ŋ ŋ, O o, P p, R r, S s, T t, C c, U u, W w, Y y, Ƴ ƴ"
,ms,"West Maas en Waal ialah sebuah gemeente Belanda yang terletak di wilayah Gelderland. Pada Januari 2007 daerah ini memiliki penduduk sebanyak 18,255 orang."
,av,"На протяжении столетий русский язык развивался и изменялся, но славянский перевод Библии в течение многих веков по-прежнему оставался в употреблении."
,fr,"« Exagération et méthode chez Günther Anders », Groupe de Recherches et d'Études Épistémologiques, Paräis, am Musée Auguste Compte, Paräis. 2004"
,av,"Къуръан определяет Тору (Таврат, ниспосланный Мусе; упоминается 18 раз), Тегилим (Забур, ниспосланный Дауду; упоминается 3 раза) и Евангелие (Инджиль; Коран не упоминает какое-либо из канонических Евангелий и считает христианское учение откровением, ниспосланным пророку Исе), как подлинное божественное откровение, впоследствии искажённое переписчиками. Вместе с Кораном и утраченными ныне свитками Ибрагима эти книги составляют китаб — исламский священный канон. Персонажи обеих частей Библии (например, Ибрахим (Авраам), Муса (Моисей), Юсуф (Иосиф), Иса (Иисус)) играют в исламе важную роль, и вера в боговдохновенность этих книг является одним из фундаментальных догматов ислама, хотя из-за внесённых искажений в Таурат, Забур и Инджиль, мусульмане руководствуются только Кораном."
,ia,"Manoj Bajpai (nascite in Narkatiaganj, Bihar, India, le 23 de april, 1969) es un actor indian etiam cogniscite como Manoj Bajpayee. Ille ha ganiate duo National Film Awards (Premios National de Film [India]) e duo Filmfare Awards (Premios ''''Filmfare'''')."
,tt,"Климаты уртача континенталь. Биредә һава торышы бик үзгәрүчән, моның төп сәбәбе булып Урал таулары тора. Монда алар биек булмаса да, Русиянең Аурупа өлешеннән килгән һава массаларын кертми, шуңа да монда салкын Арктика һавасы да, кызу Урта Азия һава массалары да җиңел үтә. Боларның нәтиҗәсе булып, биредә һава торышының кинәт үзгәреше еш күзәтелә."
,kv,"«Тундраса бияс» В. В. Юхнина как неудавшийся опыт производственного романа в коми литературе // Литература Урала: история и современность: сб. ст. Вып. 6: Историко-культурный ландшафт Урала: литература, этнос, власть. – Екатеринбург, 2011 во. – С. 249–259."
,tt,"МиГ-31 (83 эшләнүе, Е-155МП очкыч, НАТО кодификациясе буенча: ing. Foxhound— төлке эзәрлекләүче эт) — ике урынлы) - Совет истребителе, юл кисүче очкычы."
,en,"ຄ.ສ. 2008: Gippert, Jost / Schulze, Wolfgang / Aleksidze, Zaza / Mahé, Jean-Pierre: The Caucasian Albanian Palimpsests of Mount Sinai, 2 vols., XXIV + 530 pp.; Turnhout: Brepols 2009."
,de,"Günther P. Fehring: Stadt und Landkreis Ansbach (= Bayerische Kunstdenkmale. Band 2). Deutscher Kunstverlag, München 1958, DNB 451224701, S. 96–97."
,tt,"Хезмәтен тутыргач, Чаллыга китә. Башта СМУ-71дә эшли, аннан КамАЗ пресс-рам заводына урнаша. Двигательләр ремонтлау заводы сафка баскач шунда күчә, 1979 елда. Гафиулла заводта өченче разрядлы җыючы-слесарь булып эшли башлый. Торган саен осталыгы арта, аңа иң югары бишенче разрядны бирәләр. Соңыннан остаз-мастер итеп билгелиләр."
,it,"la Port Authority of New York and New Jersey, sotto il controllo congiunto degli stati di New York e New Jersey, che gestisce il PATH (Port Authority Trans Hudson), la metropolitana extracittadina che collega Manhattan al New Jersey, e diverse linee di autobus che convergono al Port Authority Bus Terminal, vicino a Times Square;"
,tt,"Крестьян хуҗалыкларында кошлар, бигрәк тә тавык, каз, үрдәк үрчеткәннәр. Борын заманнардан ук урманлы дала өлкәсендә яшәгән татарлар умартачылыкны да бик күптәннән белгәннәр. Бал һәм балавыз халык кеременең мөһим чыганагы булган."
,yo,"illiterate: adj; (Many people in the world are illiterate.) aláìmòóko-mòókà òpòlopò ènìyàn nlé ayé ló jé aláìmòóko-mòókà. illness: n; (He has had a bed illness, but he is better new.) àìsàn; amódi Aisan búburu se é sùgbón are re ti dá bájìí."
,es,"Es tío David Summers (músico español, vocalista, bajista y compositor de Hombres G) y de Cheyenne Summers (actriz española de doblaje y locución), y hermano de Manuel Summers (director de cine y humorista español)."
,so,"nokt/o - habeen; bonan notkton - habeen wanaagsan; tranokti - uhoyasho, baryid; (tranokti en hotelo, sub tendo; ili manĝis kaj trinkis kaj tranoktis tie)"
,tt,"Әр-Рази, Әбу Бәкер Мөхәммәт ибн Зәкәрия әр-Рази (гарәп. ابوبكر محمّد زکرياى رازى‎, 865, Рей, Иран — 925, шунда ук) — күренекле фарсы энциклопедияче–галиме, табиб, алхимик, фәйләсуф. Аурупада латинлаштырылган Разес (Rhazes) исеме белән билгеле. Әр-Разиның күп кенә хезмәтләре X-XIII гасырларда латин теленә тәрҗемә ителгәннәр. Алар Көнбатыш Аурупа табиблары һәм алхимиклары тарафыннан танылган. Әр-Разины «табибларның атасы» дип йөрткәннәр."
,tt,"Экватор Гвинеясы көнбатыш ярда кыйтга өлешеннән (Рио-Муни), Кориско, Элоби-Гранде һәм Эло-би-Шико утраучыкларыннан һәм Гвинея култыгында Биоко (элегрәк Масис-Нгема-Бийого, аңа кадәр Фернандо-По) һәм Аннобин (Пагалу) утрауларыннан Көнбатыш Африкада урнашкан дәүләт."
,rm,"Dal 2004 guadagnet Vitali il “Premio Dessì” cul roman La signorina Tecla Manzi scu megldra ouvra narrativa; dal 2006 surgnit el il “Premio Bancarella” cul roman La figlia del Podestà, cul quêl el pigliet part eir al finel dal “Premio Stresa”."
,tt,"Евгения Финогентова (Евгения Олег кызы Финогентова, 23 февраль 1991, Казан, Татарстан Автономияле Совет Социалистик Җөмһүрияте, РСФСҖ, Совет Социалистик Җөмһүриятләр Берлеге — , ) — РФ баскетболчысы (сакчы), РФның спорт остасы, 2013 елгы Җәйге Универсиаданың көмеш мидәле иясе."
,tt,"Лель — Русия территориясеннән ага торган елга. Пермь крае, Киров өлкәсе, Удмуртия биләмәләрендә ага. Елга Кара елгасына кушылып, аның кушылдыгы булып тора. Елга озынлыгы 20 км."
,ms,"Tiada siapa tahu bagaimana rupanya atau adakah Walter masih tinggal di Middleton. Apa yang pasti adalah Kim pernah menyukainya semasa di sekolah rendah. Dia pernah disebut dua kali dalam siri ini. Ironiknya,ia berlaku pada peristiwa yang sama: bila mereka berciuman dan gelang pendakap gigi mereka terkunci. Dipercayai inilah ciuman pertama Kim."
,kv,"Жанровые разновидности путешествия в коми-зырянской словесности середины XIX в. // Эволюция жанров в литературе Урала XVII−ХХ вв. в контексте общероссийских процессов / О. В. Зырянов, Т. А. Снигирева, Е. К. Созина и др. – Екатеринбург: УрО РАН, 2010. – С. 165–182."
,it,"2009 - Balera Metropolitana (Snowdonia Dischi; album dei Maisie, Castelnuovo è presente nella versione acustica della canzone n. 79 - ISTITUTO MARINO (Via ortopedico)"
,av,"1678 — Ян Брейгель Младший (род. 1601), нидерландский (фламандский) художник, представитель южнонидерландской (фламандской) династии художников Брейгелей, внук Брейгеля Мужицкого."
,gn,"Libro de todas las cosas y otras muchas más. Compuesto por el docto y experimentado en todas materias. El único maestro malsabidillo. Dirigido a la curiosidad de los entremetidos, a la turbamulta de los habladores, y a la sonsaca de las viejecitas."
,tg,"Ромарио да Силва Ресенде (португалӣ: Romario da Silva Resende; 3 декабри 1990, Cао Пауло, Бразилия) — футболбози бразилӣ, нимҳимоятгари ҳуҷумкуни канорӣ."
,hr,"Can't Get You Out of My Head'''' (Greg Kurstin Remix)'''' (Cathy Dennis, Rob Davis, Greg Kurstin) - 4:04 - Pojavljuje se na In My Arms (singl u UK) i Wow (europski singl)"
,cs,"Savagnin Rosé : Clevner, Drumin, Durbacher Clevner, Fourmenteau Rouge, Heiligenststeiner Clevner, H. Klevner, Livora, L. červená, Princ červený, Ryvola, Savagnin Rosé non Musque, Tramín červený, T. kořenný, Tramin Diseci, T. Rdeci, Traminac Crveni, T. Rdeci, Traminer Rosé, T. Rot, T. Roz, Tramini Piros."
,tt,"Гайморит —өске казналык куышлыгының лайлалы катлавы ялкынсынуы. Үзенчәлекләренә күрә каты, уртача каты һәм даими төрләрен аералар. Салкын тию, грипп, томау һ.б. инфекцион авырулар, шулай ук борын куышлыгы һәм черегән тештән ялкынсыну җәрәннәрнең Гаймор куышлыгына таралуы, кайвакыт өске теш казнасы сөягенең имәгнүе сәбәп була. Каты гайморитны вакытында дәваламау яки дәвалап җиткермәү, кайвакыт аллергия нәтиҗәсендә даими гайморитның килеп чыгуы мөмкин. Гайморит белән авыручы хәлсезләнә, яңак сөякләре шешенә, температурасы күтәрелә, өске теш казнасы һәм башы авырта, башын борганда авырлык була, борыны томалана; күбесенчә борынның бер яктан эрен яки лайла ага, борыннан сулыш алу кыенлаша. Ярымкаты һәм даими гайморитта авыру галәмәтләре шулхәтле көчле түгел. Даими гайморитның кайвакыт яшерен формада үткәнлектән, сепсис, менингит, баш мие абсцессы кебек җитди өзлегүләрнең килеп чыгуы мөмкин."
,tt,"Иске Минзәләбаш авылында туып үскән язучы Адлер Тимергалинның дәфтәрләрендә «Минзәлә» сүзенең этимологиясенә карата түбәндәге фикерләр тупланган: «Минзәлә – Ык елгасының сул кушылдыгы. «Минзәлә» сүзен гарәпчә «мәнзил» сүзеннән алынган дигән фикер яши. Мәнзил – туктап китә торган урын, станция. Көнбатыш Себер татарлары Төмән тирәсендәге Ембай юрталарын Малчын (Малцын) дип атыйлар, һәм бу атама да таҗиклар һәм үзбәкләр аша килеп кергән «мәнзил» сүзенә барып тоташа икән. Әгәр әлеге фикер дөрес булып чыкса, Болгар һәм Казан ханлыгы чорында Урта Азия белән кәрван юлы хәзерге Минзәлә тирәсеннән үткән һәм сәүдәгәрләр анда туктап ял иткәннәр дип уйлау табигый. Ләкин җирле халык «Минзәлә» сүзен «Миндәлә» рәвешендә әйтә һәм фонетик яктан ул «Мәнзил» сүзеннән тагы да ерагая төшә. «Минзәлә» сүзен татар һәм башкорт халыкларын формалаштыруда катнашкан «мең» кабиләсе исеме белән бәйләргә дә мөмкин шикелле. Рус телендә «Мензеля» язылышы кабул ителгән, 30 нчы еллардагы татарча рәсми совет документларында «Мензелә» рәвешендә язу да очрый, ихтимал, русча язылышка иярү генәдер."
,tl,"Ang Pambansang Unibersidad ng Vietnam, Hanoi (Vietnamese: Đại học Quốc gia Hà Nội; Ingles: Vietnam National University, Hanoi) ay isang unibersidad sa Hanoi, Vietnam."
,it,"Nel 1821 è la volta del già citato Mastro Pulce, di cui una parte del manoscritto è inviata all'editore Wilmans. Scrive poi diversi altri racconti, che verranno in seguito pubblicati come Letzte Erzâhlungen (Ultimi racconti); tra questi vi sono La finestra del cugino, La marchesa de la Pivardière, La guarigione, I sosia. Il 1º dicembre 1821, in un toccante biglietto scritto all'amico Hippel, dà l'annuncio della morte del suo amato gatto, che si chiamava Murr, proprio come il protagonista del suo romanzo."
,lo,"เมื่อพระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว เสด็จประพาสยุโรปในปี พ.ศ. 2440 เพื่อตรวจดูแบบแผนราชการแล้วนำมาเปรียบเทียบปรบปรุงการปกครองของราชอาณาจักรสยาม พร้อมกันนั้นก็เพื่อทรงเจริญสัมพันธไมตรีกับอารยประเทศในยุโรป พระองค์จึงทรงมอบหมายให้สมเด็จพระนางเจ้าเสาวภาผ่องศรี พระอัครราชเทวี ทรงดำรงตำแหน่งผู้สำเร็จราชการแทนพระองค์ ซึ่งทรงปฏิบัติราชการแผ่นดินได้เรียบร้อยเป็นที่พอพระราชหฤทัยยิ่งนัก ด้วยพระองค์ทรงพระปรีชาสามารถจรรยนุวัติปฏิบัติ ประกอบด้วยพระราชอัธยาศัยสภาพสมด้วยพระองค์เป็นขัติยนารีนาถ และกอปรด้วยพระกรุณภาพยังสรรพกิจทั้งหลายที่ได้พระราชทานปฏิบัติมาล้วนแต่เป็นเกียรติคุณแก่ประเทศสยามทั่วไป จึงทรงพระกรุณาโปรดเกล้าฯ เฉลิมพระนามาภิไธย จาก สมเด็จพระนางเจ้าเสาวภาผ่องศรี พระอัครราชเทวี เป็น ''''สมเด็จพระนางเจ้าเสาวภาผ่องศรี พระบรมราชินีนาถ'''' เป็นสมเด็จพระบรมราชินีนาถพระองค์แรกในประเทศไทย"
,tt,"Стахеевның сәнгатьне яхшы аңлавы үзенә йорт салганда күренә. 1898-1899 елларда мигъмар М.Ф. Бугров һәм сынчы В.Г. Гладков Стахеев өчен 1 млн сумлык зур особняк төзи (хәзер Яңа Басман урамы, 14). Эклектика стилендә корылган әлеге бина бүген дә бизәү-гамәли сәнгатенең гүзәл өлгесе булып санала: бинаның фасадлары һәм ак мәрмәрдән салынган баскычы грек стилендә, ашханәсе готика стилендә, тәмәке тарту бүлмәсе мавритан стилендә, күп санлы заллары классика, барокко стилендә, паркет, витражлар, мәрмәр кулланып бизәлгән. Бина каршында Париждан эшләтеп кайтартылган «Төн алиһәсе» фонтаны корылган. Йорт әйләнәсендә экзотик бакча булдырылган (хәзер Н.Э Бауман исемендәге бакча) ."
,de,"mit Johann Georg Joessel: Lehrbuch der topographisch-chirurgischen Anatomie mit Einschluss der Operationsübungen an der Leiche für Studirende und Ärzte. Zweiter Teil. Die Brust - Der Bauch - Das Becken. Friedrich Cohen, Bonn 1899. Digitalisat"
,tt,"843 (сигез йөз кырык өченче) ел — кәбисә булмаган ел, юлиан тәкъвим буенча дүшәмбе көнне башлана. Бу безнең эраның 843 елы, I меңьеллыкның 843 елы, IX гасырның 43 елы, IX гасырның 5 унъеллыгының 3 елы, 840 елларның 4 елы. 843 елдан бирле 1175 ел үтте."
,tt,"1916 елда, сәнәгатьнең һәр тармагыннан табышка эшләүче оешмаларны берләштергән, Русиядә иң эре – Путилов-Стахеев-Батолин концернын төзиләр. Стахеевларның сәүдә йорты акцияләрен Русия патшасы Николай II нең тотканы билгеле. Русиянең һәр шәһәрендә аларның кибетләре ачыла, Русия җирлегендә эшләүче иң эре Мәкәрҗә, Эрбет, Минзәлә ярминкәләрендә даими сәүдә рәтләре тора. Туган шәһәрләре Алабугада Спас ярминкәсе өчен таш корпуслар төзетәләр."
,nn,"Längenbühl på tysk, fransk og italiensk i det nettbaserte Historisches Lexikon der Schweiz/Dictionnaire historique de la Suisse/Dizionario storico della Svizzera."
,lb,"Hardt, Mathias, 1843a. Rede des Conrektors Hardt gehalten am Progymnasium zu Echternach, de 24. August, beim Schluße des Schuljahres 1842-1843. Diekirch: J. A. Schröll. 49 p."
,tt,"Русия дәүләт су реестры мәгълүматы буенча елга Двина-Печора бассейн округында урнашкан. Кече елга бассейны — Печора кушылдыклары бассейны Уса кушылганчы, елга бассейны — Печора."
,tt,"Голубец — Русия территориясеннән ага торган елга. Томск өлкәсе, Новосибирск өлкәсе биләмәләрендә ага. Елга Об елгасының сул ярына тамагыннан 2327 км өстәрәк кушыла. Елга озынлыгы 21 км."
,it,"la New Jersey Transit, società dello stato del New Jersey, che gestisce le linee ferroviarie che dal New Jersey terminano a Penn Station (New Jersey Transit Rail), oltre che a molte linee di autobus."
,tt,"Ай-Еган — Русия территориясеннән ага торган елга. Томск өлкәсе, Красноярск крае, Хант-Манси АО биләмәләрендә ага. Елга Трайгородская елгасының сул ярына тамагыннан 67 км өстәрәк кушыла. Елга озынлыгы 6 км."
,fr,"Les Goncourt dans leur siècle : un siècle de « Goncourt », Villeneuve d'Ascq, Presses du septentrion, 2005 (codir. avec Jean-Louis Cabanès, Pierre-Jean Dufief et Robert Kopp)"
,tt,"Биредә климат уртача-континенталь. Төньяк Боз океаны якын булганлыктан һәм төньяктан исүче җилләрне тоткарлаучы таулар булмаганга, кыш озын һәм суык булып тора, шулай ук җәй көне дә нык суыта, кырау еш төшә ала."
,it,"Dopo ''''The W'''' (2000 Loud Records) e ''''Iron Flag'''' (2001 Loud Records), usciti come Wu-Tang Clan, Raekwon pubblica il suo terzo disco solista, ''''The Lex Diamond Story'''' (2003 Universal). Il disco non riesce a bissare le cifre dei suoi predecessori e finisce con l'oscurare la figura dell'MC di Staten Island."
,tt,"Русия дәүләт су реестры мәгълүматы буенча елга Югары Об су бассейны округында урнашкан, су хуҗалыгы участогы — Об култыгы бассейныннан көнбатыштагы елгалар. Кече елга бассейны — Об, Төньяк Сосьва кушылган урыннан түбәнрәк, елга бассейны — Об, Төньяк Сосьва елгасы кушылган урыннан түбәнрәк."
,tt,"Биредә климат уртача-континенталь. Төньяк Боз океаны якын булганлыктан һәм төньяктан исүче җилләрне тоткарлаучы таулар булмаганга, кыш озын һәм суык булып тора, шулай ук җәй көне дә нык суыта, кырау еш төшә ала."
,ru,"Минин Михаил Петрович // Псковская энциклопедия. 903—2007 / Гл. ред. А. И. Лобачев. — Псков: Псковское региональное общественное учреждение — издательство «Псковская энциклопедия», 2007. — С. 483—484."
,de,"Aus diesem Impuls entstehen skulpturale Interventionen und Installationen ebenso wie Arbeiten im Aussenraum (Fettfries, Weserunterführung Bremen, 1991, Universalien I-III, Heidenheim 1997/98, supermatch, Leinehaus Hannover 2006, Bagno di Pecora, Park Hermannshof 2007, Death of Light, Maschsee Hannover 2009), Fotografien, Textarbeiten und Künstlerbücher."
,da,"Dr. Dexter B. Wakefield er assisterende professor ved Southern Illinois University, uddannet i landbrugsvidenskab ved Fort Valley State University (B.S. – 1990), Purdue University (M.S. – 1998) og Purdue University (Ph.D – 2001)"
,so,"-Ist (kuracisto - dhaktar, dabiib)(kurac / i - baanasho, (baxnaanin, lamacaaamil)) (juĝisto - xaakin) (polic/o - booliis); (policisto - booliis, askari)"
,tt,"Университетлар - Таврий милли университеты, С. И. Георгиевский ис. Кырым дәүләт медицина университеты, аграр, Акъяр милли техника университеты. Кырымның көньягында Украинадагы иң зур Кырым астрофизик обсерваториясе һәм аның филиалы булган Симеиз обсерваториясе урнашкан."
,tt,"Кырымда Украинаның эре фәнни океанографик (Акъяр, Керич), эколого-биологик (Кара-тау вулканнар массивы), тарихии-археологик, курортологик, аграр, хәрби, авиацион, медицина, шәрабчелек үзәкләр урнашкан."
,tt,"Кривой Чумай — Русия территориясеннән ага торган елга. Кемерово өлкәсе, Красноярск крае, Томск өлкәсе биләмәләрендә ага. Елганың тамагы Чумай елгасының сул ярыннан 8 км ераклыкта урнашкан. Елга озынлыгы 16 км."
,de,"Heinz Schmitz: Das abenteuerliche Leben des Schweizer Philhellenen Johann Jakob Meyer, Redaktor der ersten Zeitung in Griechenland (mit Photos der Denkmäler)"
,tt,"Биредә климат уртача-континенталь. Төньяк Боз океаны якын булганлыктан һәм төньяктан исүче җилләрне тоткарлаучы таулар булмаганга, кыш озын һәм суык булып тора, шулай ук җәй көне дә нык суыта, кырау еш төшә ала."
,gl,"Sheptytskyi estudou Leis en Cracovia e Wrocław, doutorándose en 1888, e posteriormente entrou nun mosteiro basiliano, tomando o nome monástico de Andrei. O 28 de agosto de 1892 foi ordenado sacerdote da Orde de San Basilio Magno, e continuou a estudar Teoloxía cos xesuítas en Cracovia, doutorándose en 1894."
,it,"4 Yarangüme, 5 Güler, 6 Atsür, 7 Onan, 8 İlyasova, 9 Erden, 10 Tunçeri, 11 Savaş, 12 Aşık, 13 Arslan, 14 Hersek, 15 Türkoğlu, All. Bogdan TanjevićFIBA EuroBasket 2011"
,tt,"Linux-ның үсеше уннарча мең программачыларның хезмәтенә бәйле. Linux — Internet аша башкарылган идеяләр алмашы, коллектив эш ул. Әлеге операцион системага үзгәртүләр кертергә дә мөмкин. Бу системаны кулланучылар бер үк вакытта шул ук системаны эшкәртүчеләр дә була алалар. Программа белән тәэмин ителешкә мондый якын килү open-source дигән исем алды. Linux-ны яклаучылар, ирешелгән уңышны ныгыту өчен, әлеге операцион системага ярдәм итүче гамәли программа белән тәэмин ителешне җитештерүчеләрнең күбрәк булуы кирәк дип саныйлар."
,ms,"Police Story 2013 adalah sebuah filem aksi dari China tahun 2013. Filem ini adalah seri ke 6 untuk filem Police Story. Filem ini diarahkan dan ditulis oleh Ding Sheng dan dibintangi oleh Jackie Chan, Liu Ye dan Jing Tian."
,tt,"Йортлаштыру, кулга ияләштерү, доместикация (лат. domesticus — ''''өйгә ияләшкән'''') — озын берничә буын дәверендә, кеше тарафыннан кыргый формадан генетик изоляцияда тотып ясалма сайлауга дучар ителгән, кыргый хайваннарның һәм үсемлекләрнең үзгәрү процессы."
,de,"Der Ort wird im Jahr 768 und in den folgenden Jahren mehrfach in Urkunden genannt. Auf Bildechinger Gemarkung existiert auch die rund 2000 Jahre alte Bildechinger Viereckschanze, die auf eine zumindest vorübergehende, längere Besiedlung des Gebietes bereits in vorchristlicher Zeit hindeutet."
,oc,"Paracelse aviá foragetat las tradicions Gnosticas, mas conservat una granda partida de la filosofia ermetica, neoplatoniciana e pitagoriciana en seguida de Marsile Ficin et de Pico della Mirandola."
,fy,"Wurk fan Achtschellinck is te sjen yn de katedraal an Sint-Michiel en Sint-Goedele yn Brussel, yn it Groeningemuseum yn Brugge en yn museums te Dresden en Berlyn."
,de,"Franz Brill: Franz Carl Guilleaume. In: Rheinisch-Westfälische Wirtschaftsbiographien. Band 7, Aschendorffsche Verlagsbuchhandlung, Münster (Westfalen) 1960, S. 25–47."
,so,"ju - (intii/markii .. waa intii) Ju pli da mono ni havos, des pli rapide kaj bone iros kompreneble nia afero. Ju pli da laborantoj estos, tiom pli rapide estos finita la granda konstruo"
,av,"1919 — Открылась первая в мире Государственная киношкола, ныне известная как Всероссийский государственный институт кинематографии им. А. С. Герасимова."
,be,"Нунатак (грэнл.: nunataaq) - ізаляваная скалістая вяршыня, якая выступае над паверхняй ледавіка. Нунатак характэрны для краявых частак ледавіковых покрываў Грэнландыі і Антарктыда."
,es,"Siglo VII: La construcción de la capilla de Saint Bauzile, que se covertirá en Capilla de San Roch unos cuantos siglos más tarde y la erección de la Cruz de Briges."
,kv,"Деванагари анбурӧн: सिन्धी ॿोली इण्डो यूरपी ख़ान्दान सां ताल्लुक़ु रखन्दड़ आर्याई ॿोली आहे, जिंहन ते कुझ द्राविड़ी उहुञाण पण मौजूद आहिनि। हिन वक़्तु सिन्धी ॿोली सिन्ध जी मुख बोली ऐं दफ़्तरी ज़बान आहे।"
,es,"Es reconocida por su importante papel en la expansión del repertorio para guitarra, y, entre todos los guitarristas, aquella que encomendó y estrenó el mayor número de conciertos para su instrumento, así como piezas solistas y de cámara. Realizó recitales en los principales palcos internacionales, incluyendo el Carnegie Hall y el Avery Fisher Hall de Nueva York, el Symphony Hall de Boston, el Kennedy Center de Washington, el Ford Center de Toronto, el Barbican Centre y el Wigmore Hall de Londres, el Concertgebouw de Ámsterdam, el Herkulessaal de Múnich, el Teatro Real de Madrid y Olinda (Pernambuco - Brasil, 7 Set. 2006)."
,tg,"Пилипе Фиделис Дус Сантос (португалӣ: Philipe Fidélis dos Santos; 14 июни 1989, Контагем, Бразилия) — футболбози бразилӣ, зарбазананда (страйкер)."
,ru,"Дементьев, О. Почетный гражданин Мира / О. Дементьев // Псковский рубеж. — 2008. — 14-20 янв. — С. 1, 3. — Памяти Михаила Петровича Минина (29.07.1922-10.01.2008) — участника Великой Отечественной войны, водрузившего Знамя Победы над Рейстагом в Берлине (30.04.1945). Фото."
,it,"4 Balbay, 5 Preldžič, 6 Güler, 7 Batuk, 8 İlyasova, 9 Erden, 10 Çetin, 11 Savaş, 12 Gönlüm, 13 Arslan, 14 Aşık, 15 Türkoğlu, All. Bogdan TanjevićFIBA EuroBasket 2015"
,ru,"Храмов Ю. А. Ломоносов Михаил Васильевич // Физики: Биографический справочник / Под ред. А. И. Ахиезера. — Изд. 2-е, испр. и дополн. — М.: Наука, 1983. — С. 167. — 400 с. — 200 000 экз. (в пер.)"
,it,"In teatro la Powell ha compiuto tournée con diverse produzioni di commedie e musical fra cui Unsinkable Molly Brown, South Pacific, The Sound of Music, Oklahoma!, My Fair Lady, Carousel, I Do! I Do!, Meet Me in St. Louis, Peter Pan, The Girl Next Door and How She Grew (titolo anche della sua autobiografia) ed Irene, con cui fece il suo debutto sulle scene di Broadway, subentrando a Debbie Reynolds nel ruolo della protagonista Irene. Lei e Howard Keel sono apparsi insieme sul palcoscenico in un revival di Sette spose per sette fratelli."
,tt,"Климаты уртача континенталь. Биредә һава торышы бик үзгәрүчән, моның төп сәбәбе булып Урал таулары тора. Монда алар биек булмаса да, Русиянең Аурупа өлешеннән килгән һава массаларын кертми, шуңа да монда салкын Арктика һавасы да, кызу Урта Азия һава массалары да җиңел үтә. Боларның нәтиҗәсе булып, биредә һава торышының кинәт үзгәреше еш күзәтелә."
,tt,"Син Йел (рус. Каменный Овраг, чуаш. Син Йел, шулай ук Яңа Чуртанлы) — Пенза өлкәсенең Неверкин районына керүче чуаш-татар авылы. 2007 елда 143 хуҗалыкта 450 кеше торды. Күбесе чуашлар, татарлар 55 кеше."
,tt,"Русия дәүләт су реестры мәгълүматы буенча елга Двина-Печора су бассейны округында урнашкан, су хуҗалыгы участогы — Уса елгасы. Кече елга бассейны — Уса, елга бассейны — Печора."
,sc,"Porcu S. (2006). L’allevamento suino Sardo e la sua valorizzazione. Tesi di Laurea, Corso di Laurea in Scienze Zootecniche, Università degli Studi di Sassari"
,tt,"Мисырдагы мәмлүкләр белән берләшмәне төзеп, үз ырудашына - Хулагу - Иран илханына каршы сугышкан. Бату ханның сәясәтен дәвам иттергән: Алтын Урданың бөтенлеген һәм бәйсезлеген ныгыткан. Бәркә идарә итүе нәтиҗәсендә Алтын Урдада Идел буе Болгарыннан Ислам дине актив таратыла башлаган һәм чынында Алтын Урда Бөек Ханнан бәйсез дәүләткә әйләнгән."
